ID	Entrez_Gene_ID	SeqId	SomaId	Target_Name	Target_Full_Name	UniProt_ID	Type	Organism	Entrez_Gene_Name	Ensembl_Gene_ID	HGNC_ID	feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	TSS	gene_start	gene_end	strand	name	symbol	feature_interval_length	attributes	gene_protein_coding	multi_mappers	manual_curation	database
13535-2_Entrez-ID_10087	10087	13535-2	SL025805	C43BP:PH domain	Collagen type IV alpha-3-binding protein:PH domain	Q9Y5P4	Protein	Human	CERT1	ENSG00000113163	HGNC:2205	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	74807806	74664311	74807806	-	ceramide transporter 1	CERT1	143495		yes	no	no	NCBI
13950-9_Entrez-ID_10087	10087	13950-9	SL025806	C43BP:START domain	Collagen type IV alpha-3-binding protein:StAR-related lipid-transfer domain, isoform 2	Q9Y5P4	Protein	Human	CERT1	ENSG00000113163	HGNC:2205	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	74807806	74664311	74807806	-	ceramide transporter 1	CERT1	143495		yes	no	no	NCBI
21535-5_Entrez-ID_100885850	100885850	21535-5	SL022505	AASD1	Alanyl-tRNA editing protein Aarsd1	Q9BTE6	Protein	Human	AARSD1	ENSG00000266967|ENSG00000108825	HGNC:28417	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	41132545	41102543	41132545	-	PTGES3L-AARSD1 readthrough	PTGES3L-AARSD1	30002		yes	no	no	NCBI
7763-25_Entrez-ID_1009	1009	7763-25	SL025809	Cadherin-11:CD	Cadherin-11:Cytoplasmic domain	P55287	Protein	Human	CDH11	ENSG00000140937	HGNC:1750	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	65155966	64977656	65155966	-	cadherin 11	CDH11	178310		yes	no	no	NCBI
16305-10_Entrez-ID_1009	1009	16305-10	SL025810	Cadherin-11:ECD	Cadherin-11:Extracellular domain	P55287	Protein	Human	CDH11	ENSG00000140937	HGNC:1750	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	65155966	64977656	65155966	-	cadherin 11	CDH11	178310		yes	no	no	NCBI
9604-14_Entrez-ID_1009	1009	9604-14	SL025810	Cadherin-11:ECD	Cadherin-11:Extracellular domain	P55287	Protein	Human	CDH11	ENSG00000140937	HGNC:1750	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	65155966	64977656	65155966	-	cadherin 11	CDH11	178310		yes	no	no	NCBI
8364-74_Entrez-ID_10090	10090	8364-74	SL006797	UST	Uronyl 2-sulfotransferase	Q9Y2C2	Protein	Human	UST	ENSG00000111962	HGNC:17223	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	149068166	149068166	149398126	+	uronyl 2-sulfotransferase	UST	329960		yes	no	no	NCBI
18419-20_Entrez-ID_10092	10092	18419-20	SL004614	p16-ARC	Actin-related protein 2/3 complex subunit 5	O15511	Protein	Human	ARPC5	ENSG00000162704	HGNC:708	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	183604918	183589981	183604918	-	actin related protein 2/3 complex subunit 5	ARPC5	14937		yes	no	no	NCBI
13573-5_Entrez-ID_10094	10094	13573-5	SL004616	p21-ARC	Actin-related protein 2/3 complex subunit 3	O15145	Protein	Human	ARPC3	ENSG00000111229	HGNC:706	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	110888142	110872628	110888142	-	actin related protein 2/3 complex subunit 3	ARPC3	15514		yes	no	no	NCBI
12689-56_Entrez-ID_10095	10095	12689-56	SL011157	ARC1B	Actin-related protein 2/3 complex subunit 1B	O15143	Protein	Human	ARPC1B	ENSG00000130429	HGNC:704	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	98972353	98972353	98992439	+	actin related protein 2/3 complex subunit 1B	ARPC1B	20086		yes	no	no	NCBI
21440-9_Entrez-ID_101	101	21440-9	SL010608	ADAM-8	ADAM 8	P78325	Protein	Human	ADAM8	ENSG00000151651	HGNC:215	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	135090372	135075927	135090372	-	ADAM metallopeptidase domain 8	ADAM8	14445		yes	no	no	NCBI
8329-166_Entrez-ID_1010	1010	8329-166	SL025811	Cadherin-12:CD	Cadherin-12:Cytoplasmic domain	P55289	Protein	Human	CDH12	ENSG00000154162	HGNC:1751	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	22853453	21750782	22853453	-	cadherin 12	CDH12	1102671		yes	no	no	NCBI
19388-2_Entrez-ID_1010	1010	19388-2	SL025812	Cadherin-12:ECD	Cadherin-12:Extracellular domain	P55289	Protein	Human	CDH12	ENSG00000154162	HGNC:1751	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	22853453	21750782	22853453	-	cadherin 12	CDH12	1102671		yes	no	no	NCBI
21863-11_Entrez-ID_10101	10101	21863-11	SL022147	NUBP2	Cytosolic Fe-S cluster assembly factor NUBP2	Q9Y5Y2	Protein	Human	NUBP2	ENSG00000095906	HGNC:8042	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	1832961	1832961	1839187	+	NUBP iron-sulfur cluster assembly factor 2, cytosolic	NUBP2	6226		yes	no	no	NCBI
8095-213_Entrez-ID_10105	10105	8095-213	SL005793	Cyclophilin F	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	P30405	Protein	Human	PPIF	ENSG00000108179	HGNC:9259	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	81107225	81107225	81115090	+	peptidylprolyl isomerase F	PPIF	7865		yes	no	no	NCBI
5248-68_Entrez-ID_10105	10105	5248-68	SL005793	Cyclophilin F	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	P30405	Protein	Human	PPIF	ENSG00000108179	HGNC:9259	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	10	NC_000010.10	81107225	81107225	81115090	+	peptidylprolyl isomerase F	PPIF	7865		yes	no	no	NCBI
23376-56_Entrez-ID_10109	10109	23376-56	SL011158	ARPC2	Actin-related protein 2/3 complex subunit 2	O15144	Protein	Human	ARPC2	ENSG00000163466	HGNC:705	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	219081912	219081912	219119071	+	actin related protein 2/3 complex subunit 2	ARPC2	37159		yes	no	no	NCBI
19329-31_Entrez-ID_10114	10114	19329-31	SL010523	HIPK3	Homeodomain-interacting protein kinase 3	Q9H422	Protein	Human	HIPK3	ENSG00000110422	HGNC:4915	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	33278218	33278218	33378569	+	homeodomain interacting protein kinase 3	HIPK3	100351		yes	no	no	NCBI
21895-36_HGNC-ID_HGNC:44480	101180976	21895-36	SL022648	IFNL4	Interferon lambda-4	K9M1U5	Protein	Human	IFNL4	NA	HGNC:44480	gene	transcribed_pseudogene	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	39739496	39736954	39739496	-	interferon lambda 4 (gene/pseudogene)	IFNL4	2542	pseudo	yes	NA	yes	biomart
21693-14_Entrez-ID_1012	1012	21693-14	SL007294	CAD13	Cadherin-13	P55290	Protein	Human	CDH13	ENSG00000140945	HGNC:1753	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	82660574	82660574	83834245	+	cadherin 13	CDH13	1173671		yes	no	no	NCBI
22839-23_Entrez-ID_10127	10127	22839-23	SL022856	ZN263	Zinc finger protein 263	O14978	Protein	Human	ZNF263	ENSG00000006194	HGNC:13056	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	3333491	3333491	3341460	+	zinc finger protein 263	ZNF263	7969		yes	no	no	NCBI
11215-6_Entrez-ID_1013	1013	11215-6	SL025808	CAD15:CD	Cadherin-15:Cytoplasmic domain	P55291	Protein	Human	CDH15	ENSG00000129910	HGNC:1754	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	89238156	89238156	89261900	+	cadherin 15	CDH15	23744		yes	no	no	NCBI
5410-53_Entrez-ID_1013	1013	5410-53	SL025807	CAD15:ECD	Cadherin-15:Extracellular domain	P55291	Protein	Human	CDH15	ENSG00000129910	HGNC:1754	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	89238156	89238156	89261900	+	cadherin 15	CDH15	23744		yes	no	no	NCBI
5650-9_Entrez-ID_10130	10130	5650-9	SL008205	PDIA6	Protein disulfide-isomerase A6	Q15084	Protein	Human	PDIA6	ENSG00000143870	HGNC:30168	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	10977838	10923517	10977838	-	protein disulfide isomerase family A member 6	PDIA6	54321		yes	no	no	NCBI
24485-32_Entrez-ID_10134	10134	24485-32	SL007264	BAP31	B-cell receptor-associated protein 31	P51572	Protein	Human	BCAP31	ENSG00000185825	HGNC:16695	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	152989842	152965947	152989842	-	B cell receptor associated protein 31	BCAP31	23895		yes	yes	no	NCBI
5011-11_Entrez-ID_10135	10135	5011-11	SL003685	PBEF	Nicotinamide phosphoribosyltransferase	P43490	Protein	Human	NAMPT	ENSG00000105835	HGNC:30092	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	105925429	105888744	105925429	-	nicotinamide phosphoribosyltransferase	NAMPT	36685		yes	no	no	NCBI
19266-35_Entrez-ID_10146	10146	19266-35	SL013328	G3BP1	Ras GTPase-activating protein-binding protein 1	Q13283	Protein	Human	G3BP1	ENSG00000145907	HGNC:30292	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	5	NC_000005.9	151151515	151151515	151192346	+	G3BP stress granule assembly factor 1	G3BP1	40831		yes	no	no	NCBI
10851-77_Entrez-ID_10148	10148	10851-77	SL007417	IL27B	Interleukin-27 subunit beta	Q14213	Protein	Human	EBI3	ENSG00000105246	HGNC:3129	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	4229520	4229520	4237525	+	Epstein-Barr virus induced 3	EBI3	8005		yes	no	no	NCBI
10767-52_Entrez-ID_10149	10149	10767-52	SL018836	GPR64	G-protein coupled receptor 64	Q8IZP9	Protein	Human	ADGRG2	ENSG00000173698	HGNC:4516	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	X	NC_000023.10	19140586	19007425	19140586	-	adhesion G protein-coupled receptor G2	ADGRG2	133161		yes	no	no	NCBI
16613-3_Entrez-ID_1015	1015	16613-3	SL008898	CAD17	Cadherin-17	Q12864	Protein	Human	CDH17	ENSG00000079112	HGNC:1756	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	95229506	95139390	95229506	-	cadherin 17	CDH17	90116		yes	no	no	NCBI
24446-65_Entrez-ID_10150	10150	24446-65	SL023663	MBNL2	Muscleblind-like protein 2	Q5VZF2	Protein	Human	MBNL2	ENSG00000139793	HGNC:16746	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	13	NC_000013.10	97794088	97794088	98046374	+	muscleblind like splicing regulator 2	MBNL2	252286		yes	no	no	NCBI
4564-2_Entrez-ID_10154	10154	4564-2	SL006406	PLXC1	Plexin-C1	O60486	Protein	Human	PLXNC1	ENSG00000136040	HGNC:9106	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	94542353	94542353	94701451	+	plexin C1	PLXNC1	159098		yes	no	no	NCBI
25089-21_Entrez-ID_10155	10155	25089-21	SL004941	KRIP-1	Transcription intermediary factor 1-beta	Q13263	Protein	Human	TRIM28	ENSG00000130726	HGNC:16384	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	59055431	59055431	59062082	+	tripartite motif containing 28	TRIM28	6651		yes	no	no	NCBI
18876-77_Entrez-ID_10164	10164	18876-77	SL021174	CHST4	Carbohydrate sulfotransferase 4	Q8NCG5	Protein	Human	CHST4	ENSG00000140835	HGNC:1972	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	71560023	71560023	71572651	+	carbohydrate sulfotransferase 4	CHST4	12628		yes	no	no	NCBI
18274-2_Entrez-ID_10169	10169	18274-2	SL014888	SERF2	Small EDRK-rich factor 2	P84101	Protein	Human	SERF2	ENSG00000140264	HGNC:10757	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	44069284	44069284	44088287	+	small EDRK-rich factor 2	SERF2	19003		yes	no	no	NCBI
21128-2_Entrez-ID_1017	1017	21128-2	SL003725	CDK2	CDK2	P24941	Protein	Human	CDK2	ENSG00000123374	HGNC:1771	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	56360614	56360614	56366573	+	cyclin dependent kinase 2	CDK2	5959		yes	no	no	NCBI
17467-1_Entrez-ID_10170	10170	17467-1	SL015172	DHRS9	Dehydrogenase/reductase SDR family member 9	Q9BPW9	Protein	Human	DHRS9	ENSG00000073737	HGNC:16888	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	169923587	169923587	169952677	+	dehydrogenase/reductase 9	DHRS9	29090		yes	no	no	NCBI
12976-49_Entrez-ID_10174	10174	12976-49	SL001913	Vinexin b	Vinexin b	O60504	Protein	Human	SORBS3	ENSG00000120896	HGNC:30907	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	22409440	22409440	22433301	+	sorbin and SH3 domain containing 3	SORBS3	23861		yes	no	no	NCBI
23303-131_Entrez-ID_10190	10190	23303-131	SL023347	TXND9	Thioredoxin domain-containing protein 9	O14530	Protein	Human	TXNDC9	ENSG00000115514	HGNC:24110	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	99952796	99935445	99952796	-	thioredoxin domain containing 9	TXNDC9	17351		yes	no	no	NCBI
13411-21_Entrez-ID_10193	10193	13411-21	SL020111	RNF41	E3 ubiquitin-protein ligase NRDP1	Q9H4P4	Protein	Human	RNF41	ENSG00000181852	HGNC:18401	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	56615753	56595963	56615753	-	ring finger protein 41	RNF41	19790		yes	no	no	NCBI
12696-166_Entrez-ID_10196	10196	12696-166	SL019815	ANM3	Protein arginine N-methyltransferase 3	O60678	Protein	Human	PRMT3	ENSG00000185238	HGNC:30163	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	20409262	20409262	20530884	+	protein arginine methyltransferase 3	PRMT3	121622		yes	no	no	NCBI
5204-13_Entrez-ID_10197	10197	5204-13	SL005308	PSME3	Proteasome activator complex subunit 3	P61289	Protein	Human	PSME3	ENSG00000131467	HGNC:9570	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	40985414	40985414	40995777	+	proteasome activator subunit 3	PSME3	10363		yes	no	no	NCBI
8654-13_Entrez-ID_102	102	8654-13	SL025786	ADAM 10:CD	Disintegrin and metalloproteinase domain-containing protein 10:Cytoplasmic domain	O14672	Protein	Human	ADAM10	ENSG00000137845	HGNC:188	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	59041906	58881008	59041906	-	ADAM metallopeptidase domain 10	ADAM10	160898		yes	no	no	NCBI
8405-108_Entrez-ID_102	102	8405-108	SL025785	ADAM 10:ECD	Disintegrin and metalloproteinase domain-containing protein 10:Extracellular domain	O14672	Protein	Human	ADAM10	ENSG00000137845	HGNC:188	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	15	NC_000015.9	59041906	58881008	59041906	-	ADAM metallopeptidase domain 10	ADAM10	160898		yes	no	no	NCBI
19219-71_Entrez-ID_10204	10204	19219-71	SL004942	NTF-2	Nuclear transport factor 2	P61970	Protein	Human	NUTF2	ENSG00000102898	HGNC:13722	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	67880836	67880836	67906470	+	nuclear transport factor 2	NUTF2	25634		yes	no	no	NCBI
9372-157_Entrez-ID_10205	10205	9372-157	SL014627	MPZL2	Myelin protein zero-like protein 2	O60487	Protein	Human	MPZL2	ENSG00000149573	HGNC:3496	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	118135012	118124131	118135012	-	myelin protein zero like 2	MPZL2	10881		yes	no	no	NCBI
20913-27_Entrez-ID_10209	10209	20913-27	SL022028	EIF1	Eukaryotic translation initiation factor 1	P41567	Protein	Human	EIF1	ENSG00000173812	HGNC:3249	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	39845137	39845137	39848920	+	eukaryotic translation initiation factor 1	EIF1	3783		yes	no	no	NCBI
6371-50_Entrez-ID_10218	10218	6371-50	SL007014	ANGL7	Angiopoietin-related protein 7	O43827	Protein	Human	ANGPTL7	ENSG00000171819	HGNC:24078	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	11249412	11249412	11256038	+	angiopoietin like 7	ANGPTL7	6626		yes	no	no	NCBI
14587-16_Entrez-ID_10220	10220	14587-16	SL004345	GDF-11	Growth/differentiation factor 11	O95390	Protein	Human	GDF11	ENSG00000135414	HGNC:4216	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	56136906	56136906	56151048	+	growth differentiation factor 11	GDF11	14142		yes	no	no	NCBI
9735-44_Entrez-ID_10225	10225	9735-44	SL019066	TACT	T-cell surface protein tactile	P40200	Protein	Human	CD96	ENSG00000153283	HGNC:16892	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	3	NC_000003.11	111261044	111261044	111384843	+	CD96 molecule	CD96	123799		yes	no	no	NCBI
14687-6_Entrez-ID_10226	10226	14687-6	SL007972	M6PBP	Perilipin-3	O60664	Protein	Human	PLIN3	ENSG00000105355	HGNC:16893	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	19	NC_000019.9	4867679	4838353	4867679	-	perilipin 3	PLIN3	29326		yes	no	no	NCBI
10945-11_Entrez-ID_10228	10228	10945-11	SL006065	Syntaxin-6	Syntaxin-6	O43752	Protein	Human	STX6	ENSG00000135823	HGNC:11441	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	180992006	180941861	180992006	-	syntaxin 6	STX6	50145		yes	no	no	NCBI
21499-17_Entrez-ID_10229	10229	21499-17	SL022504	COQ7	5-demethoxyubiquinone hydroxylase, mitochondrial	Q99807	Protein	Human	COQ7	ENSG00000167186	HGNC:2244	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	19078936	19078936	19091417	+	coenzyme Q7, hydroxylase	COQ7	12481		yes	no	no	NCBI
20975-2_Entrez-ID_10231	10231	20975-2	SL021786	RCAN2	Calcipressin-2	Q14206	Protein	Human	RCAN2	ENSG00000172348	HGNC:3041	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	46459707	46188473	46459707	-	regulator of calcineurin 2	RCAN2	271234		yes	no	no	NCBI
3893-64_Entrez-ID_10232	10232	3893-64	SL001905	Mesothelin	Mesothelin	Q13421	Protein	Human	MSLN	ENSG00000102854	HGNC:7371	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	16	NC_000016.9	810734	810734	818865	+	mesothelin	MSLN	8131		yes	no	no	NCBI
12534-10_Entrez-ID_10241	10241	12534-10	SL019796	CACO2	Calcium-binding and coiled-coil domain-containing protein 2	Q13137	Protein	Human	CALCOCO2	ENSG00000136436	HGNC:29912	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	17	NC_000017.10	46908397	46908397	46942607	+	calcium binding and coiled-coil domain 2	CALCOCO2	34210		yes	no	no	NCBI
24902-84_Entrez-ID_10243	10243	24902-84	SL023226	GEPH	Gephyrin	Q9NQX3	Protein	Human	GPHN	ENSG00000171723	HGNC:15465	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	14	NC_000014.8	66974865	66974865	67648520	+	gephyrin	GPHN	673655		yes	no	no	NCBI
13599-15_Entrez-ID_10244	10244	13599-15	SL020211	RABEK	Rab9 effector protein with kelch motifs	Q7Z6M1	Protein	Human	RABEPK	ENSG00000136933	HGNC:16896	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	9	NC_000009.11	127962821	127962821	127996440	+	Rab9 effector protein with kelch motifs	RABEPK	33619		yes	no	no	NCBI
14636-25_Entrez-ID_10247	10247	14636-25	SL005350	Ribonuclease UK114	Ribonuclease UK114	P52758	Protein	Human	RIDA	ENSG00000132541	HGNC:16897	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	8	NC_000008.10	99129399	99114572	99129399	-	reactive intermediate imine deaminase A homolog	RIDA	14827		yes	no	no	NCBI
20398-60_Entrez-ID_10248	10248	20398-60	SL022180	POP7	Ribonuclease P protein subunit p20	O75817	Protein	Human	POP7	ENSG00000172336	HGNC:19949	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	100303744	100303744	100305109	+	POP7 homolog, ribonuclease P/MRP subunit	POP7	1365		yes	no	no	NCBI
19506-6_Entrez-ID_10249	10249	19506-6	SL015017	GLYAT	Glycine N-acyltransferase	Q6IB77	Protein	Human	GLYAT	ENSG00000149124	HGNC:13734	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	58499416	58476230	58499416	-	glycine-N-acyltransferase	GLYAT	23186		yes	no	no	NCBI
18291-8_Entrez-ID_1026	1026	18291-8	SL002000	p21	Cyclin-dependent kinase inhibitor 1	P38936	Protein	Human	CDKN1A	ENSG00000124762	HGNC:1784	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	6	NC_000006.11	36644240	36644240	36655109	+	cyclin dependent kinase inhibitor 1A	CDKN1A	10869		yes	no	no	NCBI
13449-25_Entrez-ID_10262	10262	13449-25	SL020108	SF3B4	Splicing factor 3B subunit 4	Q15427	Protein	Human	SF3B4	ENSG00000143368	HGNC:10771	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	1	NC_000001.10	149899695	149895209	149899695	-	splicing factor 3b subunit 4	SF3B4	4486		yes	yes	no	NCBI
22952-28_Entrez-ID_10263	10263	22952-28	SL014654	CDKA2	Cyclin-dependent kinase 2-associated protein 2	O75956	Protein	Human	CDK2AP2	ENSG00000167797	HGNC:30833	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	67275633	67273968	67275633	-	cyclin dependent kinase 2 associated protein 2	CDK2AP2	1665		yes	no	no	NCBI
18227-3_Entrez-ID_10263	10263	18227-3	SL014654	CDKA2	Cyclin-dependent kinase 2-associated protein 2	O75956	Protein	Human	CDK2AP2	ENSG00000167797	HGNC:30833	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	11	NC_000011.9	67275633	67273968	67275633	-	cyclin dependent kinase 2 associated protein 2	CDK2AP2	1665		yes	no	no	NCBI
15436-40_Entrez-ID_10267	10267	15436-40	SL014638	RAMP1	Receptor activity-modifying protein 1	O60894	Protein	Human	RAMP1	ENSG00000132329	HGNC:9843	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	2	NC_000002.11	238768266	238768266	238820748	+	receptor activity modifying protein 1	RAMP1	52482		yes	no	no	NCBI
15437-11_Entrez-ID_10268	10268	15437-11	SL008721	RAMP3	Receptor activity-modifying protein 3	O60896	Protein	Human	RAMP3	ENSG00000122679	HGNC:9845	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	7	NC_000007.13	45197390	45197390	45223849	+	receptor activity modifying protein 3	RAMP3	26459		yes	no	no	NCBI
3719-2_Entrez-ID_1027	1027	3719-2	SL000076	p27Kip1	Cyclin-dependent kinase inhibitor 1B	P46527	Protein	Human	CDKN1B	ENSG00000111276	HGNC:1785	gene	protein_coding	GCF_000001405.25	Primary Assembly	chromosome	12	NC_000012.11	12870302	12870302	12875303	+	cyclin dependent kinase inhibitor 1B	CDKN1B	5001		yes	no	no	NCBI
